POI_ID;ADDRESS;"﻿""DESCRIPTION""";NAME;GeoJSON;geo_point_2d
3005;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.49329974486332, 44.229097135827736]}";44.2290971358,-76.4932997449
3008;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.5098462934143, 44.26757476119401]}";44.2675747612,-76.5098462934
1702;21 ARCH ST;Queen's University;ABRAMSKY HALL;"{""type"": ""Point"", ""coordinates"": [-76.49145385363795, 44.22560142806544]}";44.2256014281,-76.4914538536
3521;40 ALBERT ST;Queen's University;MCNEILL HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.50005027481437, 44.22402186580371]}";44.2240218658,-76.5000502748
2828;1350 GARDINERS RD;Washroom;INVISTA SPORTS FIELD HOUSE WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.56700531429689, 44.27499369737615]}";44.2749936974,-76.5670053143
857;94 PATRICK ST;Place of Worship;ST. JOHN'S CATHOLIC CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48960874079887, 44.239058361376124]}";44.2390583614,-76.4896087408
959;31 FAIRCREST BLVD;Park;RIVERSIDE CENTRAL PARK;"{""type"": ""Point"", ""coordinates"": [-76.41087734734018, 44.24714812580076]}";44.2471481258,-76.4108773473
867;41 CHURCH ST;Place of Worship;ST. JOHNS ANGLICAN CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.51863083921566, 44.222592575322025]}";44.2225925753,-76.5186308392
1077;588 TANNER DR;Park;ARBOUR RIDGE PARK;"{""type"": ""Point"", ""coordinates"": [-76.55196932438126, 44.24319265161508]}";44.2431926516,-76.5519693244
746;960 GARDINERS RD;Bus Transfer Station;GARDINERS CENTRE TRANSFER POINT;"{""type"": ""Point"", ""coordinates"": [-76.56787686218905, 44.23602553899094]}";44.236025539,-76.5678768622
900;244 MCMAHON AVE;Place of Worship;STRATHCONA PARK PRESBYTERIAN CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.52247960629956, 44.24963431299363]}";44.249634313,-76.5224796063
1824;460 MOLLY MCGLYNN ST;Outdoor Rink;MOLLY MCGLYNN PARK OUTDOOR RINK;"{""type"": ""Point"", ""coordinates"": [-76.44916007969861, 44.26672818049639]}";44.2667281805,-76.4491600797
2073;731 MONTREAL ST;Washroom;BELLE PARK WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.4840333377589, 44.251257986712766]}";44.2512579867,-76.4840333378
1608;731 MONTREAL ST;Tennis Court;BELLE PARK TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.4839306352601, 44.25207161576054]}";44.2520716158,-76.4839306353
252;416 MCCALLUM DR;Playground;GREENWOOD PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.45304084371575, 44.26379011297375]}";44.263790113,-76.4530408437
1790;1165 COLLINS BAY RD;Beach Volleyball Court;KINGSTON EXPERT TEES (BEACH VOLLEYBALL);"{""type"": ""Point"", ""coordinates"": [-76.61294711614396, 44.26211653862818]}";44.2621165386,-76.6129471161
1832;3513 BREWER'S MILLS RD;Outdoor Rink;JOHN BREWER PARK OUTDOOR HOCKEY RINK;"{""type"": ""Point"", ""coordinates"": [-76.2816436764957, 44.41072998606056]}";44.4107299861,-76.2816436765
2202;1533 BATH RD;Baseball Field;COLLINS BAY INSTITUTION BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.54825149296619, 44.23389667156402]}";44.2338966716,-76.548251493
2342;975 HWY 15;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.45753476797822, 44.26269168336217]}";44.2626916834,-76.457534768
2346;138 GREENLEES DR;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.45367025464792, 44.26594956959072]}";44.2659495696,-76.4536702546
3511;100 KING ST W;Hospital;QUEEN'S HEATING PLANT;"{""type"": ""Point"", ""coordinates"": [-76.49403707153846, 44.2226554190434]}";44.222655419,-76.4940370715
1722;207 STUART ST;Queen's University;RIDEAU BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.49810327807174, 44.22400744546792]}";44.2240074455,-76.4981032781
1519;191 PORTSMOUTH AVE;Health Centre;ONGWANADA HOSPITAL;"{""type"": ""Point"", ""coordinates"": [-76.52367023739197, 44.22772525395125]}";44.227725254,-76.5236702374
1659;421 UNION ST;Queen's University;DONALD GORDON CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.50974150370769, 44.2256570787784]}";44.2256570788,-76.5097415037
1727;143 UNION ST;Queen's University;GOODES HALL;"{""type"": ""Point"", ""coordinates"": [-76.49759570304337, 44.22830474633096]}";44.2283047463,-76.497595703
1728;67 UNIVERSITY AVE;Queen's University;ONTARIO HALL;"{""type"": ""Point"", ""coordinates"": [-76.49508180811587, 44.226639154361045]}";44.2266391544,-76.4950818081
1686;49 BADER LANE;Queen's University;WATSON HALL, JOHN;"{""type"": ""Point"", ""coordinates"": [-76.49763567611531, 44.2255375764738]}";44.2255375765,-76.4976356761
558;145 KIRKPATRICK ST;Soccer Field;QUEEN ELIZABETH COLLEGIATE AND VOCATIONAL INSTITUTE SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.50068745796914, 44.254007265465134]}";44.2540072655,-76.500687458
3513;62 ARCH ST;Queen's University;HUMPHREY HALL;"{""type"": ""Point"", ""coordinates"": [-76.4921240660159, 44.2269985097494]}";44.2269985097,-76.492124066
1695;56 ARCH ST;Queen's University;CRAINE BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.4920454820559, 44.2264680279112]}";44.2264680279,-76.4920454821
1699;137 STUART ST;Queen's University;ADELAIDE HALL;"{""type"": ""Point"", ""coordinates"": [-76.4962377191677, 44.22418757793082]}";44.2241875779,-76.4962377192
1709;146 STUART ST;Queen's University;LA SALLE BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.49600194642696, 44.22370046471788]}";44.2237004647,-76.4960019464
1710;55 STUART ST;Queen's U Historic Building;SUMMERHILL HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.49245344564265, 44.22601727730914]}";44.2260172773,-76.4924534456
1712;138 UNION ST;Queen's University;POLICY STUDIES BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.49744018421208, 44.227372737636934]}";44.2273727376,-76.4974401842
3224;686 PRINCESS ST;;REST INN;"{""type"": ""Point"", ""coordinates"": [-76.50403092984176, 44.23762826319244]}";44.2376282632,-76.5040309298
1907;169 QUEEN ST;Parking Lot;BYRON LOT;"{""type"": ""Point"", ""coordinates"": [-76.48580306333442, 44.23337823866293]}";44.2333782387,-76.4858030633
1912;279 WELLINGTON ST;Parking Lot;OHIP LOT;"{""type"": ""Point"", ""coordinates"": [-76.48051838751654, 44.234973507389206]}";44.2349735074,-76.4805183875
1726;25 KING ST W;Queen's University;BURR WING;"{""type"": ""Point"", ""coordinates"": [-76.49240727807049, 44.22316229684439]}";44.2231622968,-76.4924072781
879;588 DIVISION ST;Place of Worship;OUR LADY OF FATIMA PARISH;"{""type"": ""Point"", ""coordinates"": [-76.49659476867667, 44.24550638994661]}";44.2455063899,-76.4965947687
880;1111 TAYLOR-KIDD BLVD;Place of Worship;ST. PAUL THE APOSTLE CATHOLIC CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.59754622300017, 44.25156531275171]}";44.2515653128,-76.597546223
3542;76 STUART ST;Queen's University;ANGADA WING;"{""type"": ""Point"", ""coordinates"": [-76.49222903300301, 44.22447214139436]}";44.2244721414,-76.492229033
3516;11 BARRIE ST;Queen's University;MACKLEM HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.49063876723974, 44.22302140669013]}";44.2230214067,-76.4906387672
2975;300 KING ST W;WPP;CENTRAL WATER PURIFICATION PLANT;"{""type"": ""Point"", ""coordinates"": [-76.5024601428498, 44.221363644969166]}";44.221363645,-76.5024601428
3494;773 HWY 15;Soccer Field;LA SALLE HS FRONT SPORTS FIELD;"{""type"": ""Point"", ""coordinates"": [-76.4598709229531, 44.252911390664636]}";44.2529113907,-76.459870923
3980;175 PARK ST;Cell Antenna;175 PARK ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.50867338658034, 44.238573741412445]}";44.2385737414,-76.5086733866
2890;362 MONTREAL ST;Social Services;KINGSTON FAMILY & SOCIAL SERVICES;"{""type"": ""Point"", ""coordinates"": [-76.48849398547985, 44.241248760910416]}";44.2412487609,-76.4884939855
3510;155 SYDENHAM ST;Hospital;HOTEL DIEU HOSPITAL HISTORIC SITE;"{""type"": ""Point"", ""coordinates"": [-76.48706127489696, 44.2309009193471]}";44.2309009193,-76.4870612749
889;314 JOHNSON ST;Place of Worship;BETHEL CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.4917537006768, 44.23095820228818]}";44.2309582023,-76.4917537007
888;362 ALFRED ST;Place of Worship;FAITH ALIVE INTERNATIONAL MINISTRIES;"{""type"": ""Point"", ""coordinates"": [-76.49777505809574, 44.235962115369446]}";44.2359621154,-76.4977750581
901;1185 SUNNYSIDE RD;Place of Worship;KINGSTON STANDARD CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.54339734435253, 44.28088234156343]}";44.2808823416,-76.5433973444
903;5307 15 HWY;Place of Worship;ST. BARNABY CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.30431103803757, 44.4162174923369]}";44.4162174923,-76.304311038
922;255 KINGSCOURT AVE;Place of Worship;KINGSCOURT UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.50138896063447, 44.25041066610108]}";44.2504106661,-76.5013889606
926;1 REDDEN ST;Place of Worship;ST. ANDREW'S BY THE LAKE UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.56975501872869, 44.21761875201292]}";44.217618752,-76.5697550187
929;965 SYDENHAM RD;Place of Worship;CATARAQUI UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.54432197246044, 44.26144132436529]}";44.2614413244,-76.5443219725
863;342 MCEWEN DR;Place of Worship;NEW LIFE CENTRE (UNITED PENTECOSTAL CHURCH);"{""type"": ""Point"", ""coordinates"": [-76.57332744382634, 44.228502678211804]}";44.2285026782,-76.5733274438
864;490 DAYS RD;Place of Worship;OUR LADY OF LOURDES PARISH;"{""type"": ""Point"", ""coordinates"": [-76.569740414602, 44.23551286341251]}";44.2355128634,-76.5697404146
865;849 DEVELOPMENT DR;Place of Worship;JEHOVAH'S WITNESSES - BAYRIDGE;"{""type"": ""Point"", ""coordinates"": [-76.58032540773308, 44.24034693482658]}";44.2403469348,-76.5803254077
4575;;Playground;TRILLIUM RIDGE PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.55247868480346, 44.2512027862252]}";44.2512027862,-76.5524786848
3451;1155 PRINCESS ST;;CONWAY'S MOTEL;"{""type"": ""Point"", ""coordinates"": [-76.52009906267718, 44.24564792795175]}";44.245647928,-76.5200990627
2008;1350 GARDINERS RD;Washroom;INVISTA CENTRE WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.5690200597605, 44.275228966527905]}";44.2752289665,-76.5690200598
4576;706 FORTUNE CR;Ambulance Station;FRONTENAC PARAMEDIC SERVICES STATION 5;"{""type"": ""Point"", ""coordinates"": [-76.56503871598824, 44.27399090088396]}";44.2739909009,-76.565038716
3472;55 WARNE CR;;COMFORT INN;"{""type"": ""Point"", ""coordinates"": [-76.50192263422197, 44.26763655160471]}";44.2676365516,-76.5019226342
4577;2069 BATTERSEA RD;Ambulance Offices;FRONTENAC PARAMEDIC SERVICES OFFICE;"{""type"": ""Point"", ""coordinates"": [-76.46540616560132, 44.3135959782683]}";44.3135959783,-76.4654061656
3736;251 WILSON ST;Place of Worship;EVANGEL PENTECOSTAL CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48662103074453, 44.26522259809751]}";44.2652225981,-76.4866210307
3739;179 RAILWAY ST;Playground;TUGWOOD PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.49479803893682, 44.248387368448526]}";44.2483873684,-76.4947980389
3731;914 15 HWY;Off-Leash Dog Park;MACLEAN TRAIL PARK (OFF-LEASH DOG PARK);"{""type"": ""Point"", ""coordinates"": [-76.46085241093517, 44.26057434640339]}";44.2605743464,-76.4608524109
4579;HWY 15/INNOVATION DR;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44674379523852, 44.272331076734886]}";44.2723310767,-76.4467437952
4582;1324 FIELDSTONE DR;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.43699343815082, 44.27118563242066]}";44.2711856324,-76.4369934382
2208;1020 LANCASTER DR;Soccer Field;LANCASTER PS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.59649930157185, 44.25526994068651]}";44.2552699407,-76.5964993016
2969;1055 PRINCESS ST;Government Centre;SERVICE ONTARIO-PRINCESS ST;"{""type"": ""Point"", ""coordinates"": [-76.51655676828892, 44.24412682031701]}";44.2441268203,-76.5165567683
4588;958 RAINBOW CRES;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44546186046539, 44.26991947571183]}";44.2699194757,-76.4454618605
3219;1032 LEN BIRCHALL WY;;AOG;"{""type"": ""Point"", ""coordinates"": [-76.59285712610884, 44.22093267236643]}";44.2209326724,-76.5928571261
1069;76 ORDNANCE ST;Park;ARTILLERY PARK;"{""type"": ""Point"", ""coordinates"": [-76.48434228468844, 44.23448811764437]}";44.2344881176,-76.4843422847
166;292 MOWAT AVE;Playground;WOODLANDS PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.5223374567273, 44.22644828399713]}";44.226448284,-76.5223374567
503;1180 WOODBINE RD;Soccer Field;WOODBINE PARK MINI SOCCER FIELD 2;"{""type"": ""Point"", ""coordinates"": [-76.6012732041316, 44.26168130476251]}";44.2616813048,-76.6012732041
220;1066 HUDSON DR;Playground;BAYRIDGE PUBLIC SCHOOL PLAYGROUND 1;"{""type"": ""Point"", ""coordinates"": [-76.59371391843666, 44.24944554019209]}";44.2494455402,-76.5937139184
82;1280 COVERDALE DR;Monument;ROTARY PARK TOTEM POLE;"{""type"": ""Point"", ""coordinates"": [-76.60725742509479, 44.237339756816105]}";44.2373397568,-76.6072574251
3753;36 ELMWOOD ST;Community Garden;ELMWOOD COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.52138350338758, 44.241228488291846]}";44.2412284883,-76.5213835034
3897;1249 SYDENHAM RD;Trail Access & Parking;K&P SYDENHAM RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.54439413300658, 44.273919492464145]}";44.2739194925,-76.544394133
2989;220 PORTSMOUTH AV;Education;LIMESTONE DISTRICT BOARD OF EDUCATION;"{""type"": ""Point"", ""coordinates"": [-76.52672049222615, 44.22826063485573]}";44.2282606349,-76.5267204922
3848;3131 VAN ORDER DR;Trail Access;RIDEAU TRAIL VAN ORDER DR ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.60612385116089, 44.3364074121164]}";44.3364074121,-76.6061238512
3565;51 HEAKES LANE;Provincial Government;BEECHGROVE PROVINCIAL OFFICES;"{""type"": ""Point"", ""coordinates"": [-76.52115450090669, 44.218490998340464]}";44.2184909983,-76.5211545009
3695;663 MONTREAL ST;Trail Access;K&P MONTREAL ST TRAIL ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.48649568077914, 44.24856790738904]}";44.2485679074,-76.4864956808
956;1980 CORDUKES RD;Trail Access & Parking;K&P CORDUKES RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.57466933358651, 44.29839456144325]}";44.2983945614,-76.5746693336
1756;9 ORCHARD ST;Boat Ramp;EMMA MARTIN PARK BOAT RAMP;"{""type"": ""Point"", ""coordinates"": [-76.47959585754671, 44.24249530217187]}";44.2424953022,-76.4795958575
3889;116 SHERWOOD DR;Trail Access;RIDEAU TRAIL SHERWOOD DR ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.5360902616349, 44.2448004344161]}";44.2448004344,-76.5360902616
3893;BULLEN RD;Trail Access;RIDEAU TRAIL BULLEN RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.55470893770814, 44.29135092739344]}";44.2913509274,-76.5547089377
956;1980 CORDUKES RD;Park;K&P TRAILHEAD PARK;"{""type"": ""Point"", ""coordinates"": [-76.57425638868642, 44.298580336021814]}";44.298580336,-76.5742563887
274;237 GLEN CASTLE RD;Park;WELBORNE PARK;"{""type"": ""Point"", ""coordinates"": [-76.57938035497313, 44.22361455013565]}";44.2236145501,-76.579380355
3690;SIMCOE ST (WATERSIDE);Trail Access;WATERFRONT TRAIL SIMCOE ST TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.48654686534759, 44.223402234311195]}";44.2234022343,-76.4865468653
2433;3 GORE ST;Park;BATTERY PARK;"{""type"": ""Point"", ""coordinates"": [-76.48124954424011, 44.22603535545466]}";44.2260353555,-76.4812495442
3701;200 KING ST W;Trail Access & Parking;WATERFRONT TRAIL ST. LAWRENCE TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.49818036615942, 44.222554986655226]}";44.2225549867,-76.4981803662
3699;300 KING ST W;Trail Access;WATERFRONT TRAIL KING ST W ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.50156506305908, 44.22213123835822]}";44.2221312384,-76.5015650631
3900;UNITY RD;Trail Access;RIDEAU TRAIL UNITY RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.56397500876294, 44.318370714566804]}";44.3183707146,-76.5639750088
3901;CORDUKES AT UNITY RD;Trail Access;RIDEAU TRAIL CORDUKES RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.5762503390928, 44.31814191830913]}";44.3181419183,-76.5762503391
1481;34 FAIRCREST BLVD;Beach;RIVERSIDE WATERSIDE BEACH;"{""type"": ""Point"", ""coordinates"": [-76.40892029423006, 44.245219780002046]}";44.24521978,-76.4089202942
4532;130 DAYS RD;Pickleball Court;RKCC PICKLEBALL COURTS;"{""type"": ""Point"", ""coordinates"": [-76.56811019608153, 44.22046024780083]}";44.2204602478,-76.5681101961
89;225 ONTARIO ST;Monument;MARKET BATTERY PLAQUE;"{""type"": ""Point"", ""coordinates"": [-76.47944330845812, 44.2294415463295]}";44.2294415463,-76.4794433085
1962;209 ONTARIO ST;Drink Fountain;IRISH FOUNTAIN MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48021919670526, 44.22947766725336]}";44.2294776673,-76.4802191967
2849;UNITY RD;Trail Access & Parking;K&P UNITY RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.58612547672664, 44.31748547515384]}";44.3174854752,-76.5861254767
3208;ESCALA CR;Park;WOODHAVEN PARK;"{""type"": ""Point"", ""coordinates"": [-76.59951092296683, 44.26622601670154]}";44.2662260167,-76.599510923
3128;657 STATION ST;Communication Tower;657 STATION ST COMMUNICATION TOWER;"{""type"": ""Point"", ""coordinates"": [-76.6146868023578, 44.241865510879315]}";44.2418655109,-76.6146868024
3408;842 HWY 2;Communication Tower;842 HWY 2 CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.42700120370158, 44.2435318951712]}";44.2435318952,-76.4270012037
3929;1184 MCADOOS LN;Communication Tower;1184 MCADOOS LN CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.47834661890668, 44.289956169877115]}";44.2899561699,-76.4783466189
3945;3260 COLLINS BAY RD;Communication Tower;3260 COLLINS BAY RD NORTH CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.60490805758556, 44.2645904345153]}";44.2645904345,-76.6049080576
3951;151 BARRETT CT;Cell Antenna;151 BARRETT CT CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.45733809358426, 44.251380245538805]}";44.2513802455,-76.4573380936
3931;;Communication Tower;SAND HILL RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.30217055870631, 44.38152516693087]}";44.3815251669,-76.3021705587
3934;;Communication Tower;STATION RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.43309179646654, 44.290161732217996]}";44.2901617322,-76.4330917965
3957;87 UNION ST;Cell Antenna;87 UNION ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49546206652882, 44.227998584703776]}";44.2279985847,-76.4954620665
3940;;Communication Tower;MCADOOS LN SOUTHSIDE CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.49618308913867, 44.280291659819476]}";44.2802916598,-76.4961830891
3942;;Communication Tower;MIDDLE RD NORTH CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.35954528845548, 44.31521577901914]}";44.315215779,-76.3595452885
3944;1165 COLLINS BAY RD;Communication Tower;1165 COLLINS BAY RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.6108395015603, 44.258929094245055]}";44.2589290942,-76.6108395016
3955;36 CLIFF CR;Communication Tower;36 CLIFF CR CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.51486875472322, 44.232321585806815]}";44.2323215858,-76.5148687547
3965;39 BADER LN;Cell Antenna;39 BADER LN CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49676718963724, 44.225530264775735]}";44.2255302648,-76.4967671896
443;2400 PERTH RD;Basketball Court;SHANNONS CORNERS BASKETBALL COURTS;"{""type"": ""Point"", ""coordinates"": [-76.50161405550139, 44.31835889143528]}";44.3183588914,-76.5016140555
834;251 MCMAHON AVE;Education Facility;LORD STRATHCONA PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.52261546227317, 44.25040684671763]}";44.2504068467,-76.5226154623
2788;529 ST. MARTHA ST;Education Facility;ECOLE SIR JOHN A. MACDONALD SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.44608216937945, 44.26647492679442]}";44.2664749268,-76.4460821694
3496;70 FAIRFIELD BL;Education Facility;AMHERSTVIEW PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.63900233857207, 44.225078437379]}";44.2250784374,-76.6390023386
3577;50 MAIN ST;Education Facility;ERNESTOWN SECONDARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.72735442696019, 44.27700729762596]}";44.2770072976,-76.727354427
3987;560 O'CONNOR DR;Communication Tower;560 O'CONNOR DR CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.56465047581457, 44.26051963625864]}";44.2605196363,-76.5646504758
4209;1106 KING ST W;Former Grain Elevevator;ELEVATOR BAY;"{""type"": ""Point"", ""coordinates"": [-76.53654641421207, 44.217972575172524]}";44.2179725752,-76.5365464142
781;1440 PRINCESS ST;Education Facility;LOYOLA SCHOOL OF ADULT & CONTINUING EDUCATION;"{""type"": ""Point"", ""coordinates"": [-76.53174583635843, 44.250068113298255]}";44.2500681133,-76.5317458364
3759;30 LYONS ST;Education Facility;MOLLY BRANT ELEMENTARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50054305842474, 44.255219389440285]}";44.2552193894,-76.5005430584
4089;1455 BATH ROAD 190;Education Facility;ACHERON COLLEGE (COLLINS BAY);"{""type"": ""Point"", ""coordinates"": [-76.55198293490682, 44.235519141259246]}";44.2355191413,-76.5519829349
3750;752 KING ST W;Hospital;PROVIDENCE CARE HOSPITAL;"{""type"": ""Point"", ""coordinates"": [-76.52790273542257, 44.2158509273791]}";44.2158509274,-76.5279027354
3527;76 STUART ST;Queen's University;DORAN WING;"{""type"": ""Point"", ""coordinates"": [-76.4922890416069, 44.224251254856036]}";44.2242512549,-76.4922890416
4148;247 CHURCH ST;Education Facility;BATH PS;"{""type"": ""Point"", ""coordinates"": [-76.77946364232498, 44.18664055842089]}";44.1866405584,-76.7794636423
4133;3889 WILTON RD;Education Facility;ST. PATRICK C. S.;"{""type"": ""Point"", ""coordinates"": [-76.66993535020015, 44.399966248628054]}";44.3999662486,-76.6699353502
4151;623 MCGILL RD;Education Facility;CENTREVILLE PS;"{""type"": ""Point"", ""coordinates"": [-76.9037496366709, 44.40078824995098]}";44.40078825,-76.9037496367
1885;130 JOHNSON ST;Parking Lot;KINGSTON FRONTENAC PUBLIC LIBRARY LOT;"{""type"": ""Point"", ""coordinates"": [-76.48443160121704, 44.22945026505563]}";44.2294502651,-76.4844316012
4160;14196 HWY 41;Education Facility;NORTH ADDINGTON EDUCATION CENTRE PS;"{""type"": ""Point"", ""coordinates"": [-77.18621946648418, 44.81713070009573]}";44.8171307001,-77.1862194665
4308;;Motel;WELCOME TRAVEL MOTEL;"{""type"": ""Point"", ""coordinates"": [-76.59851283413599, 44.26270083074844]}";44.2627008307,-76.5985128341
566;76 SCHOOL ST;Village;ENTERPRISE;"{""type"": ""Point"", ""coordinates"": [-76.88201224475726, 44.46471088494452]}";44.4647108849,-76.8820122448
1060;4 YACHT CLUB LN;Park;ARROWHEAD BEACH RECREATION AREA (CFB);"{""type"": ""Point"", ""coordinates"": [-76.45058720036543, 44.23459513352203]}";44.2345951335,-76.4505872004
4617;920  KING ST;Park;LAKE ONTARIO PARK;"{""type"": ""Point"", ""coordinates"": [-76.5310199323969, 44.2161167484212]}";44.2161167484,-76.5310199324
4618;292 MOWAT AV;Park;WOODLANDS PARK;"{""type"": ""Point"", ""coordinates"": [-76.52184050647618, 44.22707638539428]}";44.2270763854,-76.5218405065
4619;15 ASSORO CRES;Park;ASSORO PARK (CFB);"{""type"": ""Point"", ""coordinates"": [-76.45924524744224, 44.238979514740116]}";44.2389795147,-76.4592452474
4688;99 York St;Community Service;KINGSTON COMMUNITY HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.49221221812604, 44.23739391117339]}";44.2373939112,-76.4922122181
4691;400 ELLIOT AVE;Community Service;CANADIAN MENTAL HEALTH SERVICES KINGSTON BRANCH;"{""type"": ""Point"", ""coordinates"": [-76.4977754240531, 44.25571869446113]}";44.2557186945,-76.4977754241
4696;285 Queen St;Community Service;ROTARY CLUB OF CATARAQUI-KINGSTON;"{""type"": ""Point"", ""coordinates"": [-76.491207072922, 44.234020200675026]}";44.2340202007,-76.4912070729
4700;721 Progress Ave;Community Service;BEREAVED FAMILIES OF ONTARIO KINGSTON REGION;"{""type"": ""Point"", ""coordinates"": [-76.57333963298667, 44.24662295946462]}";44.2466229595,-76.573339633
4708;80 GORE RD;Community Garden;MACLEAN HOUSE/TRAILS COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.4608126867388, 44.260030812952664]}";44.260030813,-76.4608126867
4709;;;GRENVILLE CRES PARK SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.53139430268372, 44.24157861262916]}";44.2415786126,-76.5313943027
1812;;Town;SHARBOT LAKE;"{""type"": ""Point"", ""coordinates"": [-76.6693909769141, 44.78100886960402]}";44.7810088696,-76.6693909769
1815;;Town;LANSDOWNE;"{""type"": ""Point"", ""coordinates"": [-76.01801124898607, 44.4060301603598]}";44.4060301604,-76.018011249
1817;;Town;DELTA;"{""type"": ""Point"", ""coordinates"": [-76.1230161745249, 44.60903277350883]}";44.6090327735,-76.1230161745
4603;1130 MONTREAL ST;Basketball Court;1130 MONTREAL ST BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.47950084173338, 44.26414341487978]}";44.2641434149,-76.4795008417
4606;41-61 COMPTON ST;Playground;41-61 COMPTON ST PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.48945798247965, 44.26500720807046]}";44.2650072081,-76.4894579825
4609;201 CONACHER DR;Playground;MARKERS ACRES PARK SWING SET 1;"{""type"": ""Point"", ""coordinates"": [-76.48928165959475, 44.26676258544593]}";44.2667625854,-76.4892816596
